datestop=5082014, pct=105, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=<20, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=BK, eyecolor=BK, build=M, premname=STREET(REAR ALLEY), city=QUEENS
datestop=5162014, pct=121, crimsusp=CPM, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=M, premname=CAR STOP, city=STATEN ISLAND
datestop=5132014, pct=50, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=50+, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=SP, eyecolor=BR, build=M, premname=VEHICLE, city=BRONX
datestop=5172014, pct=121, crimsusp=MISDEMEANOR, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=PUBLIC SIDEWALK, city=STATEN ISLAND
datestop=5172014, pct=121, crimsusp=CPW, typeofid=V, arstmade=Y, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=A, agerange=<20, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=STATEN ISLAND
datestop=5192014, pct=122, crimsusp=BURG, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=STATEN ISLAND
datestop=5242014, pct=19, crimsusp=MISD, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=<20, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BR, eyecolor=DF, build=M, premname=, city=MANHATTAN
datestop=5132014, pct=106, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=QUEENS
datestop=5222014, pct=69, crimsusp=FEL CPW, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=H, premname=, city=BROOKLYN
datestop=5122014, pct=105, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5082014, pct=10, crimsusp=MISD, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=MANHATTAN
datestop=5102014, pct=79, crimsusp=CPW, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=A, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=PUBLIC STREET, city=BROOKLYN
datestop=5212014, pct=66, crimsusp=MISD, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=6'0''- 6'5'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=H, premname=STREET, city=BROOKLYN
datestop=5092014, pct=84, crimsusp=MISD, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=W, agerange=20-29, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=BROOKLYN
datestop=5212014, pct=66, crimsusp=FEL, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=50+, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=BROOKLYN
datestop=5302014, pct=28, crimsusp=FEL, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=F, race=B, agerange=20-29, htrange=5'0''- 5'5'', weightrange=160-169, haircolor=BK, eyecolor=BK, build=M, premname=STREET, city=MANHATTAN
datestop=5092014, pct=102, crimsusp=GLA, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=A, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BR, eyecolor=BR, build=M, premname=SIDEWALK, city=QUEENS
datestop=5092014, pct=121, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=U, agerange=20-29, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=STATEN ISLAND
datestop=5162014, pct=121, crimsusp=GLA, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=F, race=W, agerange=30-39, htrange=5'0''- 5'5'', weightrange=170-179, haircolor=RA, eyecolor=BK, build=H, premname=STREET, city=STATEN ISLAND
datestop=5242014, pct=44, crimsusp=CPW, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=6'0''- 6'5'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=BRONX
datestop=5082014, pct=41, crimsusp=CPW, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BK, build=T, premname=BUILDING, city=BRONX
datestop=5212014, pct=47, crimsusp=FEL, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=BRONX
datestop=5112014, pct=105, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=W, agerange=20-29, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=PUBLIC STREET, city=QUEENS
datestop=5132014, pct=120, crimsusp=CPCS, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'0''- 5'5'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=RESIDENTIAL, city=STATEN ISLAND
datestop=5092014, pct=41, crimsusp=CPW, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=BRONX
datestop=5082014, pct=90, crimsusp=CPW FEL, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=P, agerange=50+, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=H, premname=, city=BROOKLYN
datestop=5062014, pct=112, crimsusp=FEL, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5022014, pct=76, crimsusp=MISD, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=40-49, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BR, eyecolor=BR, build=M, premname=SIDEWALK, city=BROOKLYN
datestop=5152014, pct=84, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=BROOKLYN
datestop=5152014, pct=66, crimsusp=FEL, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=30-39, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BR, eyecolor=BR, build=M, premname=SIDEWALK, city=BROOKLYN
datestop=5012014, pct=120, crimsusp=CPW, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=P, agerange=40-49, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=STATEN ISLAND
datestop=5222014, pct=84, crimsusp=FELEONY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=BROOKLYN
datestop=5122014, pct=83, crimsusp=FEL, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=P, agerange=20-29, htrange=5'0''- 5'5'', weightrange=170-179, haircolor=BR, eyecolor=BR, build=M, premname=BUILDING / ABANDONED HOUS, city=BROOKLYN
datestop=5162014, pct=102, crimsusp=BURGLARY, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=P, agerange=20-29, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5172014, pct=123, crimsusp=FEL, typeofid=P, arstmade=Y, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=W, agerange=20-29, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=BR, eyecolor=GR, build=M, premname=COMMERCIAL AREA, city=STATEN ISLAND
datestop=5012014, pct=73, crimsusp=CRIM TRES, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=LOBBY, city=BROOKLYN
datestop=5312014, pct=75, crimsusp=FEL, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=BROOKLYN
datestop=5202014, pct=50, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=BRONX
datestop=5062014, pct=114, crimsusp=FEL, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=30-39, htrange=5'5''- 5'11'', weightrange=250+, haircolor=BK, eyecolor=BR, build=H, premname=COMMERCIAL BUILDING, city=QUEENS
datestop=5092014, pct=40, crimsusp=MISD, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=P, agerange=<20, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=, city=BRONX
datestop=5312014, pct=103, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=QUEENS
datestop=5292014, pct=94, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=W, agerange=40-49, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BK, build=M, premname=RESIDENTIAL, city=BROOKLYN
datestop=5122014, pct=106, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=A, agerange=30-39, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BK, build=M, premname=STREET, city=QUEENS
datestop=5062014, pct=120, crimsusp=MURDER, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=F, race=Q, agerange=30-39, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=FERRY, city=STATEN ISLAND
datestop=5042014, pct=44, crimsusp=TRESPASS, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=APT. BLDG, city=BRONX
datestop=5192014, pct=122, crimsusp=BURG, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=M, premname=BUILDING, city=STATEN ISLAND
datestop=5292014, pct=13, crimsusp=GRAND LARCENY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=6'0''- 6'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=MEZZANINE (POST 0418), city=MANHATTAN
datestop=5192014, pct=106, crimsusp=FELONY, typeofid=O, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=A, agerange=20-29, htrange=6'0''- 6'5'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=RESIDENTIAL, city=QUEENS
datestop=5012014, pct=67, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=BROOKLYN
datestop=5272014, pct=107, crimsusp=CPW, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=40-49, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5162014, pct=47, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=P, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=FRONT, city=BRONX
datestop=5082014, pct=121, crimsusp=MISDEMEANOR, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=W, agerange=40-49, htrange=6'0''- 6'5'', weightrange=180-189, haircolor=BR, eyecolor=BR, build=M, premname=STREET, city=STATEN ISLAND
datestop=5052014, pct=73, crimsusp=FEL, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=40-49, htrange=6'0''- 6'5'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=T, premname=DOOR VESTIBLE, city=BROOKLYN
datestop=5182014, pct=47, crimsusp=MISDEMEANOR, typeofid=P, arstmade=Y, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=F, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BR, eyecolor=BR, build=M, premname=HALLWAY, city=BRONX
datestop=5092014, pct=102, crimsusp=BURGLARY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=A, agerange=<20, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BR, eyecolor=BR, build=M, premname=SIDEWALK, city=QUEENS
datestop=5172014, pct=41, crimsusp=CPW, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=BRONX
datestop=5192014, pct=32, crimsusp=FELONY, typeofid=R, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=Unknown, htrange=6'0''- 6'5'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=MANHATTAN
datestop=5272014, pct=112, crimsusp=FEL, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=30-39, htrange=6'0''- 6'5'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5292014, pct=84, crimsusp=MISD, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=BROOKLYN
datestop=5142014, pct=84, crimsusp=CRIMINGAL TRESPASS, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=M, premname=BUILDING, city=BROOKLYN
datestop=5282014, pct=109, crimsusp=BURGLARY, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=A, agerange=40-49, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=OFFICE, city=QUEENS
datestop=5152014, pct=44, crimsusp=CIMINAL MISCHIEF, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=BUILDING, city=BRONX
datestop=5022014, pct=102, crimsusp=BURGLARY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=30-39, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BR, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5192014, pct=122, crimsusp=BURG, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=A, agerange=30-39, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BR, eyecolor=BR, build=M, premname=PARKING LOT, city=STATEN ISLAND
datestop=5182014, pct=83, crimsusp=MISD, typeofid=P, arstmade=Y, offunif=Y, frisked=N, searched=Y, contrabn=N, sex=M, race=Q, agerange=50+, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=, city=BROOKLYN
datestop=5062014, pct=75, crimsusp=MISD, typeofid=P, arstmade=Y, offunif=Y, frisked=N, searched=N, contrabn=N, sex=Z, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=LOBBY, city=BROOKLYN
datestop=5052014, pct=104, crimsusp=GLA, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=F, race=W, agerange=30-39, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BR, eyecolor=BR, build=T, premname=STREET, city=QUEENS
datestop=5292014, pct=79, crimsusp=CSCS, typeofid=O, arstmade=N, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=Z, agerange=50+, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=M, premname=F/O HOUSE, city=BROOKLYN
datestop=5172014, pct=67, crimsusp=MISD, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=BROOKLYN
datestop=5012014, pct=52, crimsusp=MISD, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=P, agerange=40-49, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=HA, build=M, premname=BUILDING, city=BRONX
datestop=5042014, pct=30, crimsusp=FEL  / CPW, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=Z, premname=SIDEWALK, city=MANHATTAN
datestop=5072014, pct=121, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=STATEN ISLAND
datestop=5142014, pct=102, crimsusp=BURGLARY, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=A, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=QUEENS
datestop=5292014, pct=78, crimsusp=GRAND LARCENY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=M, premname=MALL, city=BROOKLYN
datestop=5122014, pct=83, crimsusp=FEL, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=A, agerange=40-49, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=M, premname=HOUSE, city=BROOKLYN
datestop=5062014, pct=106, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=<150, haircolor=ZZ, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5232014, pct=62, crimsusp=BURGLARY, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=30-39, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=DOCTORS OFFICE, city=BROOKLYN
datestop=5092014, pct=102, crimsusp=FEL, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=A, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BR, eyecolor=BR, build=M, premname=SIDEWALK, city=QUEENS
datestop=5172014, pct=75, crimsusp=CRIM TRES, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=50+, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=14TH FL, city=BROOKLYN
datestop=5012014, pct=69, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=, city=BROOKLYN
